"text","line_number","section","chapter_number","paragraph_number"
"At last some four or five of us were summoned to our meal in an",1115,"text",3,49
"adjoining room. It was cold as Iceland—no fire at all—the landlord said",1116,"text",3,49
"he couldn’t afford it. Nothing but two dismal tallow candles, each in a",1117,"text",3,49
"winding sheet. We were fain to button up our monkey jackets, and hold",1118,"text",3,49
"to our lips cups of scalding tea with our half frozen fingers. But the",1119,"text",3,49
"fare was of the most substantial kind—not only meat and potatoes, but",1120,"text",3,49
"dumplings; good heavens! dumplings for supper! One young fellow in a",1121,"text",3,49
"green box coat, addressed himself to these dumplings in a most direful",1122,"text",3,49
"manner.",1123,"text",3,49
"",1124,"text",3,50
"“My boy,” said the landlord, “you’ll have the nightmare to a dead",1125,"text",3,50
"sartainty.”",1126,"text",3,50
"",1127,"text",3,51
"“Landlord,” I whispered, “that aint the harpooneer, is it?”",1128,"text",3,51
"",1129,"text",3,52
"“Oh, no,” said he, looking a sort of diabolically funny, “the",1130,"text",3,52
"harpooneer is a dark complexioned chap. He never eats dumplings, he",1131,"text",3,52
"don’t—he eats nothing but steaks, and likes ’em rare.”",1132,"text",3,52
"",1133,"text",3,53
"“The devil he does,” says I. “Where is that harpooneer? Is he here?”",1134,"text",3,53
"",1135,"text",3,54
"“He’ll be here afore long,” was the answer.",1136,"text",3,54
"",1137,"text",3,55
"I could not help it, but I began to feel suspicious of this “dark",1138,"text",3,55
"complexioned” harpooneer. At any rate, I made up my mind that if it so",1139,"text",3,55
"turned out that we should sleep together, he must undress and get into",1140,"text",3,55
"bed before I did.",1141,"text",3,55
"",1142,"text",3,56
"Supper over, the company went back to the bar-room, when, knowing not",1143,"text",3,56
"what else to do with myself, I resolved to spend the rest of the",1144,"text",3,56
"evening as a looker on.",1145,"text",3,56
"",1146,"text",3,57
"Presently a rioting noise was heard without. Starting up, the landlord",1147,"text",3,57
"cried, “That’s the Grampus’s crew. I seed her reported in the offing",1148,"text",3,57
"this morning; a three years’ voyage, and a full ship. Hurrah, boys; now",1149,"text",3,57
"we’ll have the latest news from the Feegees.”",1150,"text",3,57
"",1151,"text",3,58
"A tramping of sea boots was heard in the entry; the door was flung",1152,"text",3,58
"open, and in rolled a wild set of mariners enough. Enveloped in their",1153,"text",3,58
"shaggy watch coats, and with their heads muffled in woollen comforters,",1154,"text",3,58
"all bedarned and ragged, and their beards stiff with icicles, they",1155,"text",3,58
"seemed an eruption of bears from Labrador. They had just landed from",1156,"text",3,58
"their boat, and this was the first house they entered. No wonder, then,",1157,"text",3,58
"that they made a straight wake for the whale’s mouth—the bar—when the",1158,"text",3,58
"wrinkled little old Jonah, there officiating, soon poured them out",1159,"text",3,58
"brimmers all round. One complained of a bad cold in his head, upon",1160,"text",3,58
"which Jonah mixed him a pitch-like potion of gin and molasses, which he",1161,"text",3,58
"swore was a sovereign cure for all colds and catarrhs whatsoever, never",1162,"text",3,58
"mind of how long standing, or whether caught off the coast of Labrador,",1163,"text",3,58
"or on the weather side of an ice-island.",1164,"text",3,58
"",1165,"text",3,59
"The liquor soon mounted into their heads, as it generally does even",1166,"text",3,59
"with the arrantest topers newly landed from sea, and they began",1167,"text",3,59
"capering about most obstreperously.",1168,"text",3,59
"",1169,"text",3,60
"I observed, however, that one of them held somewhat aloof, and though",1170,"text",3,60
"he seemed desirous not to spoil the hilarity of his shipmates by his",1171,"text",3,60
"own sober face, yet upon the whole he refrained from making as much",1172,"text",3,60
"noise as the rest. This man interested me at once; and since the",1173,"text",3,60
"sea-gods had ordained that he should soon become my shipmate (though",1174,"text",3,60
"but a sleeping-partner one, so far as this narrative is concerned), I",1175,"text",3,60
"will here venture upon a little description of him. He stood full six",1176,"text",3,60
"feet in height, with noble shoulders, and a chest like a coffer-dam. I",1177,"text",3,60
"have seldom seen such brawn in a man. His face was deeply brown and",1178,"text",3,60
"burnt, making his white teeth dazzling by the contrast; while in the",1179,"text",3,60
"deep shadows of his eyes floated some reminiscences that did not seem",1180,"text",3,60
"to give him much joy. His voice at once announced that he was a",1181,"text",3,60
"Southerner, and from his fine stature, I thought he must be one of",1182,"text",3,60
"those tall mountaineers from the Alleganian Ridge in Virginia. When the",1183,"text",3,60
"revelry of his companions had mounted to its height, this man slipped",1184,"text",3,60
"away unobserved, and I saw no more of him till he became my comrade on",1185,"text",3,60
"the sea. In a few minutes, however, he was missed by his shipmates, and",1186,"text",3,60
"being, it seems, for some reason a huge favorite with them, they raised",1187,"text",3,60
"a cry of “Bulkington! Bulkington! where’s Bulkington?” and darted out",1188,"text",3,60
"of the house in pursuit of him.",1189,"text",3,60
"",1190,"text",3,61
"It was now about nine o’clock, and the room seeming almost",1191,"text",3,61
"supernaturally quiet after these orgies, I began to congratulate myself",1192,"text",3,61
"upon a little plan that had occurred to me just previous to the",1193,"text",3,61
"entrance of the seamen.",1194,"text",3,61
"",1195,"text",3,62
"No man prefers to sleep two in a bed. In fact, you would a good deal",1196,"text",3,62
"rather not sleep with your own brother. I don’t know how it is, but",1197,"text",3,62
"people like to be private when they are sleeping. And when it comes to",1198,"text",3,62
"sleeping with an unknown stranger, in a strange inn, in a strange town,",1199,"text",3,62
"and that stranger a harpooneer, then your objections indefinitely",1200,"text",3,62
"multiply. Nor was there any earthly reason why I as a sailor should",1201,"text",3,62
"sleep two in a bed, more than anybody else; for sailors no more sleep",1202,"text",3,62
"two in a bed at sea, than bachelor Kings do ashore. To be sure they all",1203,"text",3,62
"sleep together in one apartment, but you have your own hammock, and",1204,"text",3,62
"cover yourself with your own blanket, and sleep in your own skin.",1205,"text",3,62
"",1206,"text",3,63
"The more I pondered over this harpooneer, the more I abominated the",1207,"text",3,63
"thought of sleeping with him. It was fair to presume that being a",1208,"text",3,63
"harpooneer, his linen or woollen, as the case might be, would not be of",1209,"text",3,63
"the tidiest, certainly none of the finest. I began to twitch all over.",1210,"text",3,63
"Besides, it was getting late, and my decent harpooneer ought to be home",1211,"text",3,63
"and going bedwards. Suppose now, he should tumble in upon me at",1212,"text",3,63
"midnight—how could I tell from what vile hole he had been coming?",1213,"text",3,63
"",1214,"text",3,64
"“Landlord! I’ve changed my mind about that harpooneer.—I shan’t sleep",1215,"text",3,64
"with him. I’ll try the bench here.”",1216,"text",3,64
"",1217,"text",3,65
"“Just as you please; I’m sorry I cant spare ye a tablecloth for a",1218,"text",3,65
"mattress, and it’s a plaguy rough board here”—feeling of the knots and",1219,"text",3,65
"notches. “But wait a bit, Skrimshander; I’ve got a carpenter’s plane",1220,"text",3,65
"there in the bar—wait, I say, and I’ll make ye snug enough.” So saying",1221,"text",3,65
"he procured the plane; and with his old silk handkerchief first dusting",1222,"text",3,65
"the bench, vigorously set to planing away at my bed, the while grinning",1223,"text",3,65
"like an ape. The shavings flew right and left; till at last the",1224,"text",3,65
"plane-iron came bump against an indestructible knot. The landlord was",1225,"text",3,65
"near spraining his wrist, and I told him for heaven’s sake to quit—the",1226,"text",3,65
"bed was soft enough to suit me, and I did not know how all the planing",1227,"text",3,65
"in the world could make eider down of a pine plank. So gathering up the",1228,"text",3,65
"shavings with another grin, and throwing them into the great stove in",1229,"text",3,65
"the middle of the room, he went about his business, and left me in a",1230,"text",3,65
"brown study.",1231,"text",3,65
"",1232,"text",3,66
"I now took the measure of the bench, and found that it was a foot too",1233,"text",3,66
"short; but that could be mended with a chair. But it was a foot too",1234,"text",3,66
"narrow, and the other bench in the room was about four inches higher",1235,"text",3,66
"than the planed one—so there was no yoking them. I then placed the",1236,"text",3,66
"first bench lengthwise along the only clear space against the wall,",1237,"text",3,66
"leaving a little interval between, for my back to settle down in. But I",1238,"text",3,66
"soon found that there came such a draught of cold air over me from",1239,"text",3,66
"under the sill of the window, that this plan would never do at all,",1240,"text",3,66
"especially as another current from the rickety door met the one from",1241,"text",3,66
"the window, and both together formed a series of small whirlwinds in",1242,"text",3,66
"the immediate vicinity of the spot where I had thought to spend the",1243,"text",3,66
"night.",1244,"text",3,66
"",1245,"text",3,67
"The devil fetch that harpooneer, thought I, but stop, couldn’t I steal",1246,"text",3,67
"a march on him—bolt his door inside, and jump into his bed, not to be",1247,"text",3,67
